Track URI;Track Name;Artist URI(s);Artist Name(s)
spotify:track:3maBF9jM0ICV3qSKmvNvIu;24 Preludes, Op. 28: No. 4 in E Minor. Largo;spotify:artist:7y97mc3bZRFXzT2szRM4L4, spotify:artist:0iZW6hAah0wPk6gOZCGcmy;Frédéric Chopin, Jan Lisiecki
spotify:track:0QbizI8RErYJIi9ROgRM8Z;Abendlied, Op. 85, No. 12 (Arr. for String Orchestra by Johan Svendsen);spotify:artist:2UqjDAXnDxejEyE0CzfUrZ, spotify:artist:0sABleOLUMLgjJa6mpIaVc, spotify:artist:6o63U8OvSH1UfxT7xEbnEY;Robert Schumann, Lucerne Festival Strings, Daniel Dodds
spotify:track:5NILhtaOQF1sny3pE5lriu;Sanctuary;spotify:artist:72uoxerTvAd7x3cbfYmNc8;Chad Lawson
spotify:track:0Awx7WBZZmo39CM5LA35eu;Cavatina;spotify:artist:6l6NgkV6IWYKlRN7jHCQmt, spotify:artist:5jF2METFutHd3av3ITYTrL;Stanley Myers, Göran Söllscher
spotify:track:7ytSSOl8umyGbU0ZRGX3nW;Faraway Waltz;spotify:artist:7l8eGKzZbyCdsLXtRe1qtH, spotify:artist:7IliShIfPIrKZgNLrsu40S, spotify:artist:2NXmj32ljyGyI7FmQS7u8r;Louis Philippson, Leon Wolf, Robin Kallenberger
spotify:track:18JxYMTSFKZlxqdNFrOs1r;Bach: Prelude in B minor, BWV 855a (Arr. by Alexander Siloti);spotify:artist:5aIqB5nVVvmFsvSdExz408, spotify:artist:0bouHpX4JiuPnIfP2jFxRi;Johann Sebastian Bach, Khatia Buniatishvili
spotify:track:6tmzIxHREnZzKSDMm6CNNS;Poulenc: Cello Sonata, FP 143: II. Cavatine;spotify:artist:4IAWVxo2fpTBPn6k7GZ3eY, spotify:artist:13kYI59V1rOIh9nmzNMzXJ, spotify:artist:4RSJRhT5GelylFFXUrDPBf;Francis Poulenc, Daniel Müller-Schott, Robert Kulek
spotify:track:0vMO8685dz5eX2gOUGs7Hl;The Sleeping Beauty Concert Suite (Arr. Pletnev for Piano): IV. Andante;spotify:artist:3MKCzCnpzw3TjUYs2v7vDA, spotify:artist:4xhMm2D1MNNpLdXKGd7CYe;Pyotr Ilyich Tchaikovsky, Andrey Gugnin
spotify:track:59cPOVxrn3Yjwydl1pullI;Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby];spotify:artist:5wTAi7QkpP6kp8a54lmTOq, spotify:artist:5Dl3HXZjG6ZOWT5cV375lk, spotify:artist:7JmDqds7Y1LRSWZVM8e0Og;Johannes Brahms, Yo-Yo Ma, Kathryn Stott
spotify:track:4Bj0ZXwZTil8fVWVuucLKW;There Will Come;spotify:artist:5y0ldLcTRdGf53DeJnrQz0, spotify:artist:09KZU0NsS7jRa5p0SflmGY, spotify:artist:3GQCqIqsVnLyG6BiqQSmzH, spotify:artist:3lqUltCfNNgeU38vDVBbI1;Rebecca Dale, Philharmonia Orchestra, Michael Collins, Steven Isserlis
spotify:track:1BVBGSD4jd6BakbHMLK0sE;No. 3, Wasserklavier;spotify:artist:5M1ZBrPeHjV8y3qFKnq7hO, spotify:artist:6yX3HigXXYXLv2auxRNkbB;Luciano Berio, Marino Formenti
spotify:track:36EnMgx9PmtnzUtmKwI63h;Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp);spotify:artist:5aIqB5nVVvmFsvSdExz408, spotify:artist:5ForLHbyCPMNAICPCv1oeb;Johann Sebastian Bach, Parker Ramsay
spotify:track:7MJqlLh5KXNFv5wGljbS2O;Cello Concerto in A Minor, Op. 129: II. Langsam;spotify:artist:2UqjDAXnDxejEyE0CzfUrZ, spotify:artist:5nRDtK82lHmYRXnKjAzI9j, spotify:artist:09KZU0NsS7jRa5p0SflmGY, spotify:artist:3bXdiDkHd5cWMFSzWB1Tkl;Robert Schumann, Christian-Pierre La Marca, Philharmonia Orchestra, Raphaël Merlin
spotify:track:1KOxdPguXunJrrBFWgqR3i;Galaxy;spotify:artist:25s9H1JQmTu3iuFzpXWUIg;Stephan Moccio
spotify:track:6XmozAAnvBf2VtLL53AkX0;Walk With Us - For Black Lives Matter;spotify:artist:58R31AvN8JMHM7xkNpVLjX;Alexis Ffrench
spotify:track:2BtNSFBVrY9QTSPwGCFJ7N;Ocean Sonata For Harp;spotify:artist:1vYrIm6O7VtBGszIWe75mB;Gabríel Ólafs
spotify:track:0fxDwHyD4Qrd9jwehFZAzU;El cant dels ocells (Version for Cello & Orchestra);spotify:artist:0pgzuePS9ZtMPwyOvn2NSf, spotify:artist:5V9Qpd9ZLs4gcrADy24ABP, spotify:artist:4neZeAHXeNMscSVJqEG7wY, spotify:artist:2WFslyxlAJwH2al4xZztFW;Pablo Casals, Harriet Krijgh, Gustavo Gimeno, Deutsche Staatsphilharmonie Rheinland-Pfalz
spotify:track:3AqsCITtXD9YTFPSpmUWMW;No. 1, Aria;spotify:artist:0qEO82Hj3SvjoNyEfKpRku, spotify:artist:3HoZrSziC8MiELPaOJNDqh, spotify:artist:2OJaTm0rPZVyMA5k5s8vbh;Krzysztof Penderecki, Warsaw Philharmonic Chamber Orchestra, Antoni Wit
spotify:track:6Jw84k8V43OH4rOP3RJg1F;Concerto in D Minor, BWV 974: II. Adagio (After Marcello);spotify:artist:5aIqB5nVVvmFsvSdExz408, spotify:artist:3gyMSbylsDuJor2dpGQ96m, spotify:artist:4yFp2S4pGvGLXyNct6e2Q3;Johann Sebastian Bach, Anastasia Kobekina, Azul Lima
spotify:track:3zrcDZ9hPNkZuq20pxPb9o;Cello Sonata in G Minor, Op. 65: III. Largo;spotify:artist:7y97mc3bZRFXzT2szRM4L4, spotify:artist:2KISIjGD4yKWdFzZTIQVDT, spotify:artist:4fvlcfNCJlvOwe4rhUhlPv;Frédéric Chopin, Emmanuelle Bertrand, Pascal Amoyel
spotify:track:1YcABWwgkfrOSw8VMgDWZU;My fellow creatures;spotify:artist:23Yv6j1axUmPPo5M6u6erO;Carlos Cipa
spotify:track:5bu9A6uphPWg39RC3ZKeku;Goldberg Variations, BWV 988: Aria;spotify:artist:5aIqB5nVVvmFsvSdExz408, spotify:artist:13dkPjqmbcchm8cXjEJQeP;Johann Sebastian Bach, Glenn Gould
spotify:track:4OuqXdLeZpQJYlruSsSOHb;December 32nd - Piano Solo Version;spotify:artist:5Tp2SqEkbc2n6anNqNw5dE;Julius Asal
spotify:track:4DiBI5FUtHmHSgDYP4TPD4;Adagio in D Minor, BWV 974: II. Adagio;spotify:artist:5aIqB5nVVvmFsvSdExz408, spotify:artist:5HG9Eg7Ik8ZuNtMyGYTxLG;Johann Sebastian Bach, Alexandre Tharaud
spotify:track:5KIOfWtUEKrxDNi4OnIpg2;Avril 14th (Aphex Twin) - Vanessa Wagner Version;spotify:artist:0liG9qD19eWrt5Ur4cnsYd, spotify:artist:5Dw4dHIo9XEpwPGFuTZFn0;Murcof, Vanessa Wagner
spotify:track:0nSG4NazWgZo0jg8JJznha;Mozart Piano Concerto Variation (After Piano Concerto No. 27 in B-Flat Major, K. 595, II. Larghetto) [Arr. for Piano by Jan-Peter Klöpfel);spotify:artist:4NJhFmfw43RLBLjQvxDuRS, spotify:artist:7l8eGKzZbyCdsLXtRe1qtH;Wolfgang Amadeus Mozart, Louis Philippson
spotify:track:1NechTDnTtSaciAT6gmvJQ;"Schumann, C: 12 Gedichte aus ""Liebesfrühling"", Op. 37: No. 11, Warum willst du andre fragen (Version for Clarinet and Harp)";spotify:artist:2yzaWNFV3cxmcRZtwtr5WC, spotify:artist:1vMPiZo35cD5WuZgp6NO7I, spotify:artist:1gyehD73iVuIYqL6Rltepc;Clara Schumann, Anneleen Lenaerts, Dionysis Grammenos
spotify:track:0BGJjuvUKA1UqlfADE6Lyx;La Vierge / Scene 4: The Assumption: Le dernier sommeil de la Vièrge (The Last Sleep of the Virgin);spotify:artist:1AoIc5YFH0aSFc4mKqBEeB, spotify:artist:2tXt8tQb1z7e9xrx5RWKie, spotify:artist:6vzgzz9hqA9fCrIIlGJtZb;Jules Massenet, The New Symphony Orchestra Of London, Raymond Agoult
spotify:track:1vX9ka0burwxdpH5BbM9Eg;Myrthen, Op. 25: No. 24, Du bist wie eine Blume (Arr. Godowsky);spotify:artist:2UqjDAXnDxejEyE0CzfUrZ, spotify:artist:3KtQFp8FUbQMx3bLNKCw3R;Robert Schumann, Angela Hewitt
spotify:track:6SnVzXnZGUt2z2LFboHLer;II. Adagio;spotify:artist:5wTAi7QkpP6kp8a54lmTOq, spotify:artist:3yb6cUrMO05D2GrrUW8lde, spotify:artist:23BiSNXm5UaRFuusoWisYO, spotify:artist:12EHoI6DNDCus6Vte4WopP;Johannes Brahms, Francesca Dego, BBC Symphony Orchestra, Dalia Stasevska
spotify:track:6MzbO6YS0M6tjwT93hjAl0;Ave María (Arr. Víkingur Ólafsson) - Upright Piano;spotify:artist:315KRsFj1cPJewYIbaH978, spotify:artist:0iqgjl0OG3z53PZVIB7ZyD;Sigvaldi Kaldalóns, Víkingur Ólafsson
spotify:track:2FR3mH7DwsaX3TcObkUEX3;Infinity;spotify:artist:1u8TRAmMBFoaqor9uJyyXR, spotify:artist:1jHK7GApaC0DbeqhXIWUrr;Rosey Chan, Sonic Apothecary
spotify:track:5gbZe9oyXXQDMLXFGsR4YC;Through The Blue - Piano Version;spotify:artist:7JCthCuu5Wmxv2avqVFolo;Roger Eno
spotify:track:4bFdyisLdkeS7tmbAWpl13;Memories of a Promenade II;spotify:artist:284mnx33IWcymQEpMxyfHl, spotify:artist:07Nqz7k5QdR10iuTJkd6Mp, spotify:artist:1Oi59eHWhHIuwnVaFd3M60;Modest Mussorgsky, Olga Scheps, Flying Steps
spotify:track:38r9HRnlPMb5j5ZR6X5dux;Violin Concerto No. 3 in G Major, K. 216: II. Adagio;spotify:artist:4NJhFmfw43RLBLjQvxDuRS, spotify:artist:6ttz1LgWFVgRiNDOjtDb2L, spotify:artist:0yYltyXzxr0Jqn9jM1Firq;Wolfgang Amadeus Mozart, Renaud Capuçon, Orchestre de Chambre de Lausanne
spotify:track:6DV5mwk2kZw6GiDR2XUsjP;much loved;spotify:artist:1joFZGTRER78nUsWtgHCHR;Rachel Portman
spotify:track:6k5iJy3uIEhaqZu9MCGCiq;Winter;spotify:artist:29lbSb4ujaVH5pHnQjFT0G;Ola Gjeilo
spotify:track:3MRQn2RYo2VLYMoStnLRxu;Ravel: Pavane pour une infante défunte, M. 19;spotify:artist:17hR0sYHpx7VYTMRfFUOmY, spotify:artist:28Bn2PxtmXD8UbBSM968Fp;Maurice Ravel, Bertrand Chamayou
spotify:track:4NqknSuLbtn77F73YzNVBf;Ascent - Day 1;spotify:artist:2uFUBdaVGtyMqckSeCl0Qj;Ludovico Einaudi
spotify:track:1v3gGmcneK1QzYyBFiBXG0;Bach: Adagio (After Violin Concerto No. 2, BWV 1042);spotify:artist:5aIqB5nVVvmFsvSdExz408, spotify:artist:0zn66Km3MeK24VuWUZydgr;Johann Sebastian Bach, Gabriela Montero
spotify:track:7sximELhhshAcurlFEDhU5;Lily’s Lullaby;spotify:artist:4ytDz3A9nHcVMjEbdNSKzA;RIOPY
spotify:track:2yin84KZ18N91DMrUj10Rz;Frost - Grand Piano;spotify:artist:1vYrIm6O7VtBGszIWe75mB;Gabríel Ólafs
spotify:track:5o1YvihFCxdHWlW9yWtEjB;II. Coral;spotify:artist:25OpIkirunuJjVw6TgTV9M, spotify:artist:43JBMYEGjtG25QfTpngBWM;Federico Mompou, Krzysztof Meisinger
spotify:track:48ncsTkxc9KlRZEG0PC2rZ;Piano Concerto in A minor, Op. 16: II. Adagio - Live;spotify:artist:5ihY290YPGc3aY2xTyx7Gy, spotify:artist:0d6alfZHUx3xoRnPjkTL7Q, spotify:artist:4WXodir2Ci7Ywk0uTaTKkt, spotify:artist:3ilNZUdmNZ2nUcuAOIpsQl;Edvard Grieg, Alice Sara Ott, Symphonieorchester des Bayerischen Rundfunks, Esa-Pekka Salonen
spotify:track:4HMf8DnYWNpEbjgvQJFWl6;Passage;spotify:artist:2VKfXEWzhUi9siHBDTI02Y;Joep Beving
spotify:track:75pxraYiRRhRn68Kwk4sT3;Jesu, Joy of Man's Desiring - Arr. by Alexis Ffrench;spotify:artist:58R31AvN8JMHM7xkNpVLjX;Alexis Ffrench
